LSOA code,Predicted_Hotspot_Probability
E01002639,0.00023559094
E01001487,0.0002352217
E01002102,0.00023486561
E01002128,0.00023455947
E01000718,0.00023439
E01003813,0.0002342352
E01001656,0.0002335323
E01002322,0.00023345082
E01000848,0.00023282599
E01001004,0.00023270614
E01003399,0.00023232127
E01003820,0.00023225395
E01002671,0.00023195917
E01003401,0.0002313628
E01000158,0.0002312909
E01003368,0.00023114253
E01002346,0.00023108239
E01003527,0.00023057156
E01003270,0.00023005332
E01001938,0.00022960718
E01002548,0.00022928952
E01000100,0.00022833268
E01004518,0.00022785726
E01001280,0.0002278351
E01004463,0.00022752618
E01001424,0.00022749929
E01003684,0.00022719626
E01004300,0.00022613275
E01004423,0.00022602153
E01004288,0.00022498777
E01004643,0.00022365486
E01003871,0.00022294374
E01002352,0.0002229144
E01004180,0.00022258479
E01003015,0.00022250332
E01000830,0.00022212855
E01000163,0.00022146052
E01001385,0.0002213579
E01004513,0.00022105167
E01002654,0.00022093495
E01034195,0.00022062864
E01001265,0.00021910942
E01001081,0.0002184165
E01003780,0.00021828097
E01003658,0.00021818442
E01004072,0.00021810934
E01002844,0.00021806589
E01035661,0.00021803904
E01002611,0.00021795342
E01002107,0.00021777416
E01001051,0.0002166027
E01000074,0.00021601532
E01002372,0.00021594613
E01002167,0.00021553884
E01000292,0.00021542584
E01000488,0.00021499758
E01002257,0.00021464465
E01003480,0.00021419796
E01003532,0.00021377215
E01004280,0.00021370957
E01000672,0.00021361506
E01001934,0.00021291555
E01003643,0.0002124619
E01003031,0.00021225499
E01003256,0.00021175711
E01002101,0.00021108885
E01002582,0.00021079903
E01003188,0.0002106899
E01002347,0.00020964649
E01000607,0.00020956155
E01003718,0.0002092379
E01004151,0.00020857918
E01000798,0.00020853247
E01002255,0.00020817586
E01001255,0.000208033
E01000647,0.00020725137
E01004159,0.0002072067
E01002304,0.00020683187
E01001384,0.00020654433
E01000579,0.00020603786
E01001191,0.00020595967
E01004426,0.00020519992
E01002409,0.00020488379
E01002418,0.00020484765
E01004183,0.00020418562
E01003796,0.0002038178
E01002467,0.00020349295
E01004162,0.00020340254
E01001772,0.00020295677
E01001543,0.00020276374
E01001566,0.00020199709
E01001396,0.0002016507
E01002550,0.00020157517
E01000870,0.00020036336
E01000055,0.00020008863
E01004111,0.00019840353
E01001520,0.00019839444
E01034386,0.00019791852
E01003879,0.00019785455
E01004077,0.00019755407
E01002422,0.00019750209
E01002115,0.00019658598
E01000459,0.00019650727
E01001096,0.00019594636
E01003161,0.00019587966
E01002235,0.00019581523
E01003442,0.00019580478
E01000364,0.00019540044
E01000844,0.0001951316
E01003449,0.0001937428
E01000967,0.00019370255
E01003473,0.0001935949
E01004447,0.00019334679
E01001952,0.00019323714
E01002320,0.00019302996
E01001634,0.00019301119
E01003474,0.00019294734
E01000398,0.0001929365
E01001727,0.0001922539
E01001568,0.00019207141
E01000441,0.00019187757
E01003206,0.00019142254
E01004048,0.00019125927
E01002462,0.00019090998
E01003241,0.0001909098
E01003452,0.00019072003
E01003782,0.00019036341
E01001035,0.00019013394
E01003249,0.00018997282
E01001324,0.00018984373
E01000270,0.00018894045
E01001692,0.00018844315
E01002549,0.00018779653
E01001901,0.0001876333
E01004576,0.00018759305
E01004177,0.00018712533
E01002456,0.00018691599
E01004633,0.00018672112
E01003983,0.00018631315
E01001680,0.0001859612
E01001466,0.00018574891
E01002206,0.00018538442
E01004007,0.00018518973
E01000514,0.00018516394
E01000695,0.00018507251
E01002452,0.00018485489
E01001057,0.00018480922
E01002202,0.00018471233
E01004515,0.00018444553
E01004641,0.00018395814
E01003149,0.00018381576
E01002459,0.00018327095
E01002018,0.00018318449
E01000121,0.00018260865
E01000295,0.00018249203
E01000771,0.00018216675
E01000190,0.0001819895
E01000773,0.00018192391
E01000840,0.00018185124
E01002250,0.00018174066
E01003654,0.00018158734
E01002431,0.00018107264
E01000707,0.00018064358
E01004577,0.00018058778
E01003451,0.00018054835
E01004629,0.00018042789
E01001339,0.00018012758
E01002457,0.00017989673
E01002488,0.00017952078
E01001090,0.00017842521
E01002203,0.00017744118
E01003487,0.00017718908
E01000390,0.00017650009
E01002993,0.00017644711
E01001295,0.00017575093
E01033728,0.00017570269
E01000536,0.00017547999
E01002182,0.00017546494
E01004383,0.00017532714
E01003661,0.00017476348
E01002904,0.00017401954
E01000620,0.00017391653
E01003696,0.00017391205
E01004386,0.00017333924
E01002475,0.00017234923
E01003217,0.00017189594
E01000656,0.00017160263
E01000358,0.00017155256
E01002303,0.00017118736
E01000837,0.00017049992
E01000803,0.00017041995
E01000608,0.00017034734
E01004120,0.00017030169
E01003514,0.00016993884
E01001916,0.0001692004
E01003492,0.00016906574
E01000613,0.00016891428
E01001262,0.00016871387
E01034578,0.00016843692
E01001648,0.00016828778
E01003065,0.0001682451
E01000122,0.00016792376
E01032784,0.00016769095
E01003811,0.00016705116
E01034144,0.00016616168
E01001214,0.00016609483
E01002246,0.00016560571
E01001144,0.00016547629
E01002425,0.00016486755
E01004168,0.00016470462
E01003835,0.00016461952
E01000377,0.00016445573
E01004237,0.00016429664
E01001147,0.00016392235
E01004519,0.00016305264
E01001022,0.00016230112
E01003537,0.00016148435
E01003991,0.00016131676
E01001066,0.0001608207
E01001356,0.00016031024
E01004156,0.00016026072
E01002174,0.00015969723
E01001319,0.0001594363
E01033921,0.00015870233
E01003641,0.00015837007
E01003892,0.00015804106
E01002274,0.00015797777
E01001156,0.00015794103
E01001583,0.00015787418
E01003856,0.00015753087
E01001055,0.00015746448
E01003137,0.0001571038
E01001062,0.0001570647
E01001297,0.00015665175
E01002349,0.00015640758
E01000764,0.0001562813
E01002617,0.00015604186
E01003885,0.0001559315
E01001296,0.0001555107
E01003045,0.00015542915
E01002243,0.00015520537
E01002539,0.00015477606
E01002261,0.0001545267
E01034034,0.00015433894
E01002410,0.00015374612
E01001082,0.00015371255
E01004530,0.00015356342
E01001189,0.00015334993
E01000179,0.00015253486
E01004354,0.0001524075
E01034202,0.00015232323
E01002271,0.0001519039
E01001465,0.00015177592
E01001275,0.0001516897
E01004741,0.00015155322
E01000348,0.00015152332
E01004163,0.00015032712
E01003415,0.00015031724
E01002474,0.00014973815
E01003736,0.00014951942
E01004045,0.00014850732
E01001481,0.00014848156
E01003757,0.00014847574
E01000745,0.00014776913
E01004586,0.00014717248
E01000228,0.0001466894
E01001108,0.0001465809
E01000291,0.00014642975
E01003993,0.00014642779
E01003082,0.00014534761
E01004164,0.00014514693
E01001343,0.00014507458
E01003409,0.00014476986
E01003912,0.00014441456
E01000274,0.00014422259
E01003422,0.0001440295
E01002114,0.00014393532
E01001302,0.00014244544
E01001624,0.00014238243
E01002428,0.0001421079
E01002340,0.00014188868
E01003146,0.00014183849
E01003173,0.00014152966
E01000461,0.0001414572
E01001480,0.00014100027
E01000649,0.00014089317
E01000744,0.00014070587
E01003437,0.00014012157
E01003434,0.00013960505
E01003011,0.000138938
E01001028,0.00013871375
E01000784,0.00013858695
E01001327,0.0001384298
E01000029,0.0001383216
E01000911,0.00013824803
E01004531,0.00013761132
E01002784,0.00013736957
E01004434,0.00013730828
E01001017,0.00013709124
E01002942,0.00013696724
E01003275,0.00013664829
E01000321,0.0001365368
E01001931,0.0001363449
E01001872,0.0001362512
E01000084,0.00013613846
E01001338,0.00013603465
E01002052,0.00013554974
E01003890,0.00013539266
E01004095,0.0001351686
E01002199,0.00013455814
E01003459,0.00013423685
E01001694,0.0001340979
E01002561,0.00013409446
E01003125,0.00013407912
E01002979,0.00013404487
E01000902,0.0001337521
E01000183,0.00013368782
E01033599,0.0001333081
E01000751,0.00013328865
E01004359,0.00013323173
E01000455,0.0001331286
E01000685,0.00013262103
E01001599,0.00013258816
E01000674,0.00013253179
E01000066,0.00013222644
E01003742,0.00013220664
E01002494,0.00013204753
E01002931,0.00013165273
E01000448,0.00013158697
E01002148,0.0001315817
E01003814,0.00013136833
E01000068,0.0001309571
E01003733,0.00013077703
E01002437,0.00013072816
E01003501,0.0001306631
E01002453,0.00013046054
E01002469,0.00013029097
E01004358,0.00012993092
E01000831,0.00012975004
E01002551,0.00012846565
E01004047,0.00012839632
E01003878,0.00012836608
E01002907,0.00012822686
E01003583,0.0001281688
E01002755,0.00012798415
E01003227,0.00012786996
E01032563,0.00012727693
E01003403,0.00012673497
E01004573,0.00012663833
E01001084,0.00012620195
E01000093,0.00012620015
E01001064,0.00012614312
E01001282,0.00012613265
E01002307,0.00012605943
E01003454,0.00012581314
E01032576,0.00012570592
E01002136,0.00012543531
E01001162,0.00012534097
E01000133,0.00012522128
E01004105,0.00012508953
E01003314,0.00012447555
E01002146,0.00012434897
E01002987,0.0001241349
E01000712,0.00012409217
E01000543,0.00012390027
E01004546,0.00012371209
E01000320,0.00012369486
E01001228,0.00012314373
E01003413,0.00012280344
E01000570,0.00012261342
E01001284,0.00012238866
E01001592,0.00012228462
E01001420,0.00012221806
E01004395,0.000121977864
E01034476,0.00012173814
E01003596,0.00012058362
E01002311,0.000120418736
E01000650,0.000120091245
E01001099,0.00011996888
E01002275,0.00011930812
E01001525,0.00011911135
E01002369,0.00011879941
E01001530,0.000118799304
E01002335,0.000118586744
E01003364,0.0001184055
E01003739,0.00011764325
E01001669,0.00011756665
E01003883,0.00011752597
E01003744,0.000117195166
E01001671,0.00011709273
E01004382,0.00011702865
E01000708,0.00011696729
E01004194,0.00011690462
E01003907,0.000116670984
E01034174,0.00011657457
E01001610,0.00011639129
E01002424,0.00011621773
E01003886,0.00011609734
E01002204,0.00011582476
E01001148,0.00011578788
E01002141,0.00011530793
E01004336,0.000115074516
E01001039,0.000114891074
E01004442,0.00011478059
E01033914,0.00011456113
E01003004,0.00011401427
E01000612,0.000114004695
E01003861,0.00011353105
E01001845,0.00011308331
E01001380,0.00011228516
E01000925,0.000112083624
E01002946,0.00011205263
E01004368,0.000111760244
E01000828,0.00011174266
E01000505,0.00011166703
E01002285,0.000111661924
E01001175,0.0001115807
E01003151,0.000111499445
E01001208,0.00011132883
E01003411,0.0001104714
E01003832,0.00011045391
E01003381,0.00011026482
E01004367,0.0001101697
E01001186,0.00011013745
E01002403,0.0001099858
E01000110,0.000109836445
E01004482,0.00010965456
E01001140,0.00010961829
E01000652,0.00010950952
E01003491,0.00010913705
E01000816,0.00010912654
E01002176,0.00010876117
E01003688,0.000108582
E01003905,0.00010849516
E01003518,0.000108413056
E01003440,0.00010807038
E01000520,0.00010723568
E01000735,0.00010710702
E01000326,0.00010689276
E01003840,0.00010677275
E01003891,0.000106711275
E01000429,0.00010654015
E01000167,0.0001064173
E01000801,0.00010623166
E01002588,0.00010599023
E01002636,0.000105744715
E01000446,0.00010528229
E01002545,0.00010504763
E01000569,0.000104959414
E01001217,0.00010475833
E01002251,0.00010464501
E01000411,0.000104490064
E01000648,0.0001041425
E01004079,0.00010386629
E01000332,0.00010381599
E01003828,0.0001037578
E01001814,0.00010372595
E01001015,0.00010371497
E01002668,0.00010366839
E01001606,0.000103643586
E01000460,0.00010319881
E01033785,0.00010264068
E01000191,0.00010259322
E01001595,0.000102545295
E01000768,0.00010248566
E01002976,0.00010214272
E01003568,0.00010196852
E01003585,0.00010182462
E01002421,0.0001015168
E01000657,0.00010124051
E01004081,0.00010079529
E01000331,0.00010076751
E01000063,0.00010073897
E01000584,0.00010061168
E01003283,0.00010057839
E01004160,0.000100514255
E01001649,0.000100337274
E01001802,0.00010014381
E01002394,0.00010012528
E01002354,9.969351e-05
E01000540,9.9426354e-05
E01001686,9.927469e-05
E01003267,9.7451884e-05
E01001804,9.7374315e-05
E01034614,9.729394e-05
E01004592,9.721037e-05
E01002969,9.720704e-05
E01000394,9.708124e-05
E01002712,9.699861e-05
E01002741,9.667283e-05
E01000699,9.627954e-05
E01003522,9.616723e-05
E01001098,9.6166856e-05
E01033879,9.612688e-05
E01003693,9.575947e-05
E01002562,9.571527e-05
E01000154,9.564903e-05
E01002842,9.549921e-05
E01003210,9.54231e-05
E01004049,9.538671e-05
E01002673,9.532379e-05
E01000809,9.5232026e-05
E01002197,9.51742e-05
E01004618,9.5152594e-05
E01002211,9.507587e-05
E01000056,9.5035444e-05
E01003531,9.4820905e-05
E01003599,9.476947e-05
E01000329,9.4667404e-05
E01000347,9.419556e-05
E01002222,9.403176e-05
E01002915,9.386549e-05
E01000425,9.350413e-05
E01003402,9.340423e-05
E01001821,9.334795e-05
E01002922,9.328299e-05
E01000379,9.3159695e-05
E01003069,9.312781e-05
E01000368,9.299329e-05
E01004587,9.292627e-05
E01001469,9.2911025e-05
E01001815,9.282831e-05
E01004327,9.2715956e-05
E01002216,9.261522e-05
E01004436,9.2572576e-05
E01002373,9.256269e-05
E01033729,9.240535e-05
E01001632,9.2368005e-05
E01002363,9.2218295e-05
E01003240,9.2202994e-05
E01033924,9.190927e-05
E01003430,9.18518e-05
E01003494,9.1737566e-05
E01000452,9.1724185e-05
E01001111,9.170389e-05
E01004103,9.1418646e-05
E01004636,9.10978e-05
E01004593,9.091815e-05
E01003380,9.0712645e-05
E01003897,9.0572365e-05
E01001603,9.055284e-05
E01001185,9.049742e-05
E01002195,9.034903e-05
E01001093,8.978416e-05
E01001614,8.954808e-05
E01000486,8.9271234e-05
E01003008,8.926136e-05
E01000449,8.917773e-05
E01002212,8.900714e-05
E01000212,8.875761e-05
E01002957,8.873112e-05
E01001567,8.858562e-05
E01001524,8.8557834e-05
E01003228,8.8384215e-05
E01032564,8.817536e-05
E01001102,8.796985e-05
E01001031,8.78096e-05
E01002857,8.761271e-05
E01003075,8.737526e-05
E01000435,8.736109e-05
E01035697,8.733769e-05
E01004380,8.696172e-05
E01002943,8.688704e-05
E01002438,8.663883e-05
E01032568,8.638449e-05
E01002343,8.6382344e-05
E01002145,8.600057e-05
E01001304,8.596318e-05
E01002656,8.5706575e-05
E01003857,8.5626925e-05
E01001746,8.551049e-05
E01003530,8.54483e-05
E01000731,8.5226864e-05
E01001100,8.517486e-05
E01002263,8.4988256e-05
E01033920,8.492613e-05
E01000393,8.4877785e-05
E01032565,8.48417e-05
E01000832,8.463572e-05
E01000345,8.444249e-05
E01000990,8.435564e-05
E01003366,8.416714e-05
E01003904,8.412622e-05
E01003395,8.407794e-05
E01003271,8.400525e-05
E01035667,8.399067e-05
E01003772,8.3607905e-05
E01000344,8.337328e-05
E01003836,8.33464e-05
E01001128,8.318919e-05
E01032743,8.268429e-05
E01002427,8.267073e-05
E01002164,8.265417e-05
E01004360,8.264543e-05
E01003002,8.244133e-05
E01000400,8.238246e-05
E01003495,8.2339815e-05
E01000655,8.225765e-05
E01000981,8.216005e-05
E01000467,8.2093866e-05
E01001416,8.195894e-05
E01000576,8.189722e-05
E01001130,8.187364e-05
E01003800,8.1847254e-05
E01000436,8.172029e-05
E01000342,8.152671e-05
E01001637,8.150821e-05
E01000376,8.1470214e-05
E01001198,8.0879894e-05
E01003396,8.0718324e-05
E01004112,8.063908e-05
E01001003,8.054624e-05
E01004329,8.040864e-05
E01001163,8.029041e-05
E01003237,8.023645e-05
E01002576,8.0231024e-05
E01000589,7.99428e-05
E01003218,7.989921e-05
E01003706,7.983698e-05
E01003803,7.9559206e-05
E01003824,7.9415564e-05
E01002710,7.9358484e-05
E01003331,7.9224046e-05
E01000273,7.9113444e-05
E01000059,7.904995e-05
E01003713,7.893869e-05
E01004087,7.87725e-05
E01000327,7.862924e-05
E01002171,7.860907e-05
E01002659,7.857085e-05
E01002380,7.8530844e-05
E01004339,7.847732e-05
E01003377,7.843475e-05
E01034210,7.842757e-05
E01004085,7.841201e-05
E01001287,7.829463e-05
E01000404,7.808958e-05
E01002157,7.8018355e-05
E01001879,7.80034e-05
E01002782,7.792704e-05
E01003844,7.7616445e-05
E01002880,7.73579e-05
E01034394,7.720786e-05
E01002926,7.7057586e-05
E01001611,7.7016004e-05
E01001935,7.697783e-05
E01000300,7.688781e-05
E01002163,7.681562e-05
E01001852,7.629162e-05
E01000017,7.617654e-05
E01000387,7.6067656e-05
E01000619,7.598776e-05
E01001131,7.5982905e-05
E01000437,7.596356e-05
E01001456,7.5848686e-05
E01002348,7.519893e-05
E01004082,7.516667e-05
E01000539,7.512826e-05
E01003339,7.509115e-05
E01001314,7.495566e-05
E01000018,7.485286e-05
E01002924,7.4840944e-05
E01000563,7.4634976e-05
E01001212,7.438771e-05
E01034231,7.4358555e-05
E01033912,7.416954e-05
E01003899,7.411651e-05
E01001602,7.400747e-05
E01002169,7.391268e-05
E01001620,7.372522e-05
E01000796,7.372044e-05
E01004486,7.360278e-05
E01001290,7.357457e-05
E01004539,7.34215e-05
E01000748,7.340743e-05
E01002465,7.304773e-05
E01001237,7.30306e-05
E01034475,7.3015835e-05
E01003590,7.293622e-05
E01002945,7.28278e-05
E01001888,7.261574e-05
E01000353,7.2505514e-05
E01002921,7.250171e-05
E01000069,7.24791e-05
E01004500,7.238634e-05
E01034615,7.2078445e-05
E01000339,7.207494e-05
E01001127,7.197336e-05
E01035647,7.184676e-05
E01000169,7.176549e-05
E01002623,7.173032e-05
E01003903,7.151306e-05
E01002919,7.1411254e-05
E01004387,7.124909e-05
E01000723,7.123801e-05
E01001080,7.1181246e-05
E01000389,7.096335e-05
E01033915,7.083503e-05
E01034393,7.074922e-05
E01000456,7.0608156e-05
E01003010,7.0592134e-05
E01002672,7.045097e-05
E01034480,7.036812e-05
E01001660,7.010236e-05
E01000825,7.0070804e-05
E01002966,6.97554e-05
E01000651,6.9721544e-05
E01002196,6.9224276e-05
E01003900,6.920487e-05
E01001596,6.9201174e-05
E01003545,6.90991e-05
E01000372,6.852121e-05
E01004046,6.830109e-05
E01001586,6.810708e-05
E01001071,6.79096e-05
E01002653,6.787859e-05
E01002258,6.782572e-05
E01000016,6.716983e-05
E01034395,6.711355e-05
E01001880,6.700005e-05
E01000410,6.693683e-05
E01000759,6.664861e-05
E01000052,6.65767e-05
E01000758,6.644826e-05
E01003287,6.6357265e-05
E01001226,6.625275e-05
E01004488,6.623942e-05
E01004061,6.6190994e-05
E01003511,6.601732e-05
E01000681,6.5959364e-05
E01003447,6.5823144e-05
E01001293,6.576623e-05
E01000766,6.55828e-05
E01003021,6.5384345e-05
E01000463,6.5379856e-05
E01003134,6.530414e-05
E01001076,6.517356e-05
E01001320,6.5167966e-05
E01004189,6.512286e-05
E01003383,6.505422e-05
E01002499,6.502184e-05
E01003195,6.499308e-05
E01003652,6.454393e-05
E01035680,6.4489795e-05
E01002806,6.414192e-05
E01003853,6.3978565e-05
E01002173,6.384947e-05
E01003810,6.376574e-05
E01004115,6.355685e-05
E01034589,6.3418505e-05
E01002429,6.337891e-05
E01004154,6.2376384e-05
E01034031,6.217963e-05
E01004117,6.2109044e-05
E01000361,6.2041916e-05
E01004089,6.201831e-05
E01002995,6.190356e-05
E01001318,6.189465e-05
E01000465,6.172802e-05
E01003971,6.17249e-05
E01003222,6.1405284e-05
E01000011,6.1307284e-05
E01000624,6.1170686e-05
E01004362,6.106304e-05
E01002675,6.1010654e-05
E01003139,6.045836e-05
E01002978,6.0429884e-05
E01000391,6.0244267e-05
E01003623,5.9850532e-05
E01003087,5.9804548e-05
E01001135,5.96919e-05
E01003042,5.9582653e-05
E01004144,5.9542894e-05
E01000951,5.9474456e-05
E01003819,5.9467824e-05
E01004020,5.9357117e-05
E01000458,5.9148275e-05
E01004376,5.913423e-05
E01003428,5.903427e-05
E01002630,5.888264e-05
E01003371,5.8778514e-05
E01001374,5.873431e-05
E01003154,5.8623344e-05
E01035642,5.8406506e-05
E01002536,5.8355785e-05
E01000421,5.812685e-05
E01035656,5.8025274e-05
E01001809,5.756194e-05
E01000462,5.7412555e-05
E01004532,5.7233094e-05
E01002058,5.720434e-05
E01000625,5.704244e-05
E01003384,5.6316927e-05
E01000829,5.618282e-05
E01003735,5.560064e-05
E01034392,5.5393128e-05
E01035654,5.528394e-05
E01003150,5.5224507e-05
E01004620,5.4794615e-05
E01003471,5.4661687e-05
E01003664,5.465178e-05
E01000215,5.4638494e-05
E01001514,5.458886e-05
E01001332,5.4527623e-05
E01000091,5.4419415e-05
E01004527,5.4238863e-05
E01003708,5.4181994e-05
E01003346,5.3945714e-05
E01003611,5.39239e-05
E01002241,5.3612308e-05
E01003795,5.3563504e-05
E01000702,5.3470925e-05
E01004584,5.3463074e-05
E01003184,5.343973e-05
E01000170,5.3354997e-05
E01000173,5.3245767e-05
E01002220,5.3178683e-05
E01002294,5.313879e-05
E01004179,5.309067e-05
E01003192,5.3026713e-05
E01004108,5.2996635e-05
E01000418,5.2980617e-05
E01000328,5.2934407e-05
E01004558,5.2740368e-05
E01001123,5.2658954e-05
E01000991,5.235362e-05
E01001289,5.2231942e-05
E01001101,5.2230847e-05
E01003621,5.2016167e-05
E01035712,5.2005504e-05
E01001484,5.199102e-05
E01000577,5.1752493e-05
E01004096,5.1565687e-05
E01001576,5.125824e-05
E01035685,5.114335e-05
E01000246,5.1112293e-05
E01003265,5.0988394e-05
E01034601,5.096088e-05
E01001340,5.094164e-05
E01001142,5.089143e-05
E01001467,5.0850293e-05
E01001183,5.0805607e-05
E01003189,5.0184382e-05
E01000792,5.002547e-05
E01003773,4.9813483e-05
E01001564,4.9705766e-05
E01001270,4.9531118e-05
E01002606,4.949556e-05
E01003406,4.9428534e-05
E01003581,4.9357364e-05
E01002217,4.932899e-05
E01034611,4.9287562e-05
E01034610,4.9287562e-05
E01000664,4.8890175e-05
E01000688,4.870418e-05
E01001607,4.868528e-05
E01033946,4.8411064e-05
E01004542,4.8376587e-05
E01002479,4.818358e-05
E01035648,4.80854e-05
E01000034,4.8026784e-05
E01001601,4.7916947e-05
E01000836,4.7904246e-05
E01003397,4.7307673e-05
E01001300,4.7273985e-05
E01034477,4.7227888e-05
E01001598,4.7220412e-05
E01002970,4.7074245e-05
E01000750,4.703139e-05
E01001497,4.699257e-05
E01003751,4.6967612e-05
E01000810,4.692602e-05
E01001311,4.6918503e-05
E01002185,4.6645655e-05
E01000564,4.6636e-05
E01000117,4.6564233e-05
E01000783,4.651501e-05
E01000682,4.6265508e-05
E01002360,4.6160003e-05
E01001058,4.6148292e-05
E01003534,4.6135752e-05
E01003132,4.608347e-05
E01001726,4.582758e-05
E01034199,4.5719105e-05
E01033743,4.5691035e-05
E01035681,4.568764e-05
E01004332,4.5609107e-05
E01000654,4.546186e-05
E01000822,4.5436806e-05
E01000700,4.5275512e-05
E01000857,4.5112472e-05
E01001407,4.500342e-05
E01002156,4.4801393e-05
E01004548,4.479447e-05
E01004083,4.478059e-05
E01001070,4.4532317e-05
E01002991,4.4463955e-05
E01002986,4.4076445e-05
E01002099,4.402154e-05
E01004490,4.3834916e-05
E01001018,4.3332468e-05
E01001000,4.3322096e-05
E01001119,4.3292526e-05
E01003330,4.306786e-05
E01003906,4.305636e-05
E01000014,4.2931882e-05
E01001288,4.2855554e-05
E01003431,4.2845582e-05
E01001394,4.2824508e-05
E01003881,4.263527e-05
E01002948,4.260292e-05
E01003895,4.233877e-05
E01001020,4.2231582e-05
E01004557,4.217427e-05
E01003009,4.189368e-05
E01000686,4.1641826e-05
E01000039,4.1628566e-05
E01004121,4.1566364e-05
E01000985,4.1366155e-05
E01000471,4.136537e-05
E01003238,4.1252544e-05
E01001032,4.1205953e-05
E01000287,4.1158393e-05
E01004196,4.0998486e-05
E01000762,4.09739e-05
E01033866,4.0966595e-05
E01001121,4.0947023e-05
E01000343,4.0770676e-05
E01003142,4.0742492e-05
E01003416,4.055302e-05
E01000357,4.0408257e-05
E01004132,4.039304e-05
E01034142,4.039273e-05
E01004182,4.039042e-05
E01003547,4.0195642e-05
E01000440,4.0151357e-05
E01000104,4.0139257e-05
E01003266,4.0071143e-05
E01004343,3.9943254e-05
E01004402,3.981589e-05
E01001710,3.9786133e-05
E01003496,3.9757157e-05
E01001054,3.9719944e-05
E01004131,3.969571e-05
E01003823,3.964222e-05
E01004080,3.9564948e-05
E01034140,3.938722e-05
E01001120,3.9347688e-05
E01000474,3.9338833e-05
E01004134,3.920289e-05
E01003622,3.9200386e-05
E01000405,3.8763923e-05
E01002395,3.856312e-05
E01003560,3.844287e-05
E01000611,3.8320435e-05
E01001063,3.824873e-05
E01000415,3.823987e-05
E01004729,3.8059494e-05
E01000049,3.796756e-05
E01002917,3.7858514e-05
E01000346,3.7671492e-05
E01034487,3.7665497e-05
E01004138,3.7662696e-05
E01002963,3.7289086e-05
E01000778,3.7204867e-05
E01004634,3.7131143e-05
E01001996,3.696188e-05
E01001146,3.6918515e-05
E01001787,3.6908237e-05
E01000659,3.6804868e-05
E01002404,3.676712e-05
E01003539,3.6675825e-05
E01002533,3.661928e-05
E01000998,3.656059e-05
E01000573,3.6523303e-05
E01001623,3.6510348e-05
E01000610,3.650878e-05
E01034470,3.641132e-05
E01000351,3.6408856e-05
E01001106,3.639181e-05
E01001352,3.6273523e-05
E01034599,3.6086654e-05
E01002267,3.6023117e-05
E01000631,3.599434e-05
E01003373,3.5956393e-05
E01001463,3.592877e-05
E01003344,3.582486e-05
E01003567,3.564833e-05
E01000285,3.5592857e-05
E01000781,3.5579553e-05
E01004122,3.54251e-05
E01003455,3.5298002e-05
E01002454,3.525864e-05
E01004610,3.52297e-05
E01004637,3.5151374e-05
E01001395,3.5109162e-05
E01001149,3.5065197e-05
E01034181,3.50298e-05
E01003691,3.5024557e-05
E01000083,3.4697034e-05
E01001825,3.4574456e-05
E01003563,3.4558238e-05
E01000363,3.4539953e-05
E01033885,3.4524408e-05
E01003421,3.4501634e-05
E01000813,3.4415832e-05
E01001161,3.430868e-05
E01035676,3.4302822e-05
E01004141,3.4226294e-05
E01003369,3.400626e-05
E01002516,3.3874367e-05
E01000395,3.3628847e-05
E01000350,3.3479286e-05
E01004171,3.338498e-05
E01033590,3.325644e-05
E01000445,3.3245502e-05
E01002635,3.2966855e-05
E01000812,3.2575088e-05
E01000683,3.2454624e-05
E01003202,3.231423e-05
E01004187,3.215677e-05
E01001633,3.2096388e-05
E01035659,3.2073927e-05
E01004344,3.2055337e-05
E01000247,3.198129e-05
E01000566,3.1932195e-05
E01003893,3.1917672e-05
E01001184,3.1852025e-05
E01003548,3.1780935e-05
E01000355,3.175918e-05
E01002537,3.1610096e-05
E01002520,3.158602e-05
E01001056,3.1563497e-05
E01003470,3.15283e-05
E01001173,3.1487252e-05
E01003362,3.134375e-05
E01004665,3.1278716e-05
E01000325,3.1188407e-05
E01003786,3.1053725e-05
E01034606,3.1009895e-05
E01004319,3.0926145e-05
E01000371,3.081404e-05
E01002287,3.0610485e-05
E01004149,3.034706e-05
E01034201,3.0299088e-05
E01004371,3.0046222e-05
E01004091,2.997093e-05
E01001404,2.9859528e-05
E01000756,2.9804534e-05
E01034204,2.9666293e-05
E01004176,2.9650113e-05
E01001647,2.9620609e-05
E01003670,2.9551175e-05
E01034590,2.9437932e-05
E01000080,2.9223034e-05
E01000636,2.920966e-05
E01000043,2.8837532e-05
E01002985,2.8822464e-05
E01001383,2.8755861e-05
E01000230,2.8693978e-05
E01000726,2.8647879e-05
E01004298,2.8440292e-05
E01003665,2.8406383e-05
E01003363,2.8361748e-05
E01001204,2.8322773e-05
E01000701,2.8302873e-05
E01032742,2.8296019e-05
E01003070,2.8281476e-05
E01001024,2.814885e-05
E01000814,2.8030398e-05
E01001594,2.8029219e-05
E01001112,2.7958104e-05
E01000763,2.7935954e-05
E01000679,2.7924661e-05
E01034576,2.7754826e-05
E01035692,2.774202e-05
E01004533,2.7413855e-05
E01001019,2.7400629e-05
E01034226,2.7396161e-05
E01034472,2.7322532e-05
E01002950,2.722331e-05
E01033931,2.7108645e-05
E01000454,2.710725e-05
E01003005,2.7040482e-05
E01000268,2.6980542e-05
E01033932,2.6822461e-05
E01000187,2.6537622e-05
E01000541,2.6453887e-05
E01002941,2.6357442e-05
