LSOA code,Year,Month_Num,Burglary_Count,"Asian, Asian British or Asian Welsh: Bangladeshi","Asian, Asian British or Asian Welsh: Chinese","Asian, Asian British or Asian Welsh: Indian","Asian, Asian British or Asian Welsh: Other Asian","Asian, Asian British or Asian Welsh: Pakistani","Black, Black British, Black Welsh, Caribbean or African: African","Black, Black British, Black Welsh, Caribbean or African: Caribbean","Black, Black British, Black Welsh, Caribbean or African: Other Black",Does not apply_x,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,Mixed or Multiple ethnic groups: White and Asian,Mixed or Multiple ethnic groups: White and Black African,Mixed or Multiple ethnic groups: White and Black Caribbean,Other ethnic group: Any other ethnic group,Other ethnic group: Arab,"White: English, Welsh, Scottish, Northern Irish or British",White: Gypsy or Irish Traveller,White: Irish,White: Other White,White: Roma,Does not apply_y,"L1, L2 and L3: Higher managerial, administrative and professional occupations",L10 and L11: Lower supervisory and technical occupations,L12: Semi-routine occupations,L13: Routine occupations,L14.1 and L14.2: Never worked and long-term unemployed,L15: Full-time students,"L4, L5 and L6: Lower managerial, administrative and professional occupations",L7: Intermediate occupations,L8 and L9: Small employers and own account workers,School_Count,Precise_Daylight_Hours
E01032739,2021,8,13,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,14.4
E01032739,2021,9,15,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,12.43
E01032739,2021,10,9,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,10.5
E01032739,2021,11,13,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,8.4
E01032739,2021,12,15,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,7.93
E01032739,2022,1,10,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,8.07
E01032739,2022,2,19,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,9.93
E01032739,2022,3,8,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,11.93
E01032739,2022,4,11,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,13.93
E01032739,2022,5,15,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,15.87
E01032739,2022,6,12,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,16.37
E01032739,2022,7,8,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,15.8
E01032739,2022,8,25,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,14.4
E01032739,2022,9,12,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,12.43
E01032739,2022,10,12,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,10.5
E01032739,2022,11,23,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,8.4
E01032739,2022,12,25,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,7.93
E01032739,2023,1,15,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,8.07
E01032739,2023,2,13,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,9.93
E01032739,2023,3,16,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,11.93
E01032739,2023,4,19,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,13.93
E01032739,2023,5,19,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,15.87
E01032739,2023,6,23,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,16.37
E01032739,2023,7,8,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,15.8
E01032739,2023,8,25,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,14.4
E01032739,2023,9,15,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,12.43
E01032739,2023,10,15,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,10.5
E01032739,2023,11,15,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,8.4
E01032739,2023,12,10,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,7.93
E01032739,2024,1,20,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,8.07
E01032739,2024,2,21,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,9.93
E01032739,2024,3,14,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,11.93
E01032739,2024,4,12,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,13.93
E01032739,2024,5,14,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,15.87
E01032739,2024,6,16,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,16.37
E01032739,2024,7,17,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,15.8
E01032739,2024,8,18,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,14.4
E01032739,2024,9,19,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,12.43
E01032739,2024,10,17,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,10.5
E01032739,2024,11,8,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,8.4
E01032739,2024,12,17,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,7.93
E01032739,2025,1,14,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,8.07
E01032739,2025,2,17,4,121,126,55,13,14,3,1,0,48,38,8,15,53,23,564,0,28,484,22,73,669,26,47,23,96,171,353,71,90,0.0,9.93
E01032740,2016,5,4,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,15.87
E01032740,2016,6,1,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,16.37
E01032740,2016,7,5,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,15.8
E01032740,2016,8,3,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,14.4
E01032740,2016,9,4,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,12.43
E01032740,2016,10,8,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,10.5
E01032740,2016,11,11,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,8.4
E01032740,2016,12,6,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,7.93
E01032740,2017,1,2,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,8.07
E01032740,2017,2,5,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,9.93
E01032740,2017,3,3,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,11.93
E01032740,2017,4,9,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,13.93
E01032740,2017,5,8,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,15.87
E01032740,2017,6,6,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,16.37
E01032740,2017,8,5,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,14.4
E01032740,2017,9,2,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,12.43
E01032740,2017,10,4,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,10.5
E01032740,2017,11,4,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,8.4
E01032740,2017,12,6,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,7.93
E01032740,2018,1,12,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,8.07
E01032740,2018,2,6,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,9.93
E01032740,2018,3,13,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,11.93
E01032740,2018,4,7,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,13.93
E01032740,2018,5,10,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,15.87
E01032740,2018,6,4,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,16.37
E01032740,2018,7,3,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,15.8
E01032740,2018,8,15,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,14.4
E01032740,2018,10,3,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,10.5
E01032740,2018,11,2,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,8.4
E01032740,2018,12,3,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,7.93
E01032740,2019,1,7,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,8.07
E01032740,2019,2,4,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,9.93
E01032740,2019,3,7,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,11.93
E01032740,2019,4,2,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,13.93
E01032740,2019,5,8,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,15.87
E01032740,2019,6,2,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,16.37
E01032740,2019,7,2,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,15.8
E01032740,2019,8,5,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,14.4
E01032740,2019,9,6,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,12.43
E01032740,2019,10,13,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,10.5
E01032740,2019,11,6,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,8.4
E01032740,2019,12,5,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,7.93
E01032740,2020,1,5,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,8.07
E01032740,2020,2,3,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,9.93
E01032740,2020,3,9,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,11.93
E01032740,2020,4,3,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,13.93
E01032740,2020,5,7,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,15.87
E01032740,2020,6,1,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,16.37
E01032740,2020,7,3,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,15.8
E01032740,2020,8,1,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,14.4
E01032740,2020,9,3,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,12.43
E01032740,2020,10,2,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,10.5
E01032740,2020,11,1,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,8.4
E01032740,2020,12,2,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,7.93
E01032740,2021,1,2,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,8.07
E01032740,2021,2,2,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,9.93
E01032740,2021,4,3,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,13.93
E01032740,2021,5,1,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,15.87
E01032740,2021,6,1,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,16.37
E01032740,2021,7,5,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,15.8
E01032740,2021,8,3,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,14.4
E01032740,2021,9,7,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,12.43
E01032740,2021,10,2,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,10.5
E01032740,2021,11,3,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,8.4
E01032740,2021,12,6,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,7.93
E01032740,2022,2,3,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,9.93
E01032740,2022,3,1,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,11.93
E01032740,2022,4,6,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,13.93
E01032740,2022,5,7,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,15.87
E01032740,2022,6,2,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,16.37
E01032740,2022,7,5,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,15.8
E01032740,2022,8,4,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,14.4
E01032740,2022,9,4,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,12.43
E01032740,2022,10,2,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,10.5
E01032740,2022,11,6,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,8.4
E01032740,2022,12,2,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,7.93
E01032740,2023,1,2,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,8.07
E01032740,2023,2,5,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,9.93
E01032740,2023,3,6,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,11.93
E01032740,2023,4,4,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,13.93
E01032740,2023,5,6,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,15.87
E01032740,2023,6,5,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,16.37
E01032740,2023,7,7,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,15.8
E01032740,2023,8,4,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,14.4
E01032740,2023,9,2,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,12.43
E01032740,2023,10,7,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,10.5
E01032740,2023,11,5,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,8.4
E01032740,2023,12,4,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,7.93
E01032740,2024,1,3,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,8.07
E01032740,2024,2,5,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,9.93
E01032740,2024,3,3,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,11.93
E01032740,2024,4,8,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,13.93
E01032740,2024,5,5,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,15.87
E01032740,2024,6,4,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,16.37
E01032740,2024,7,3,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,15.8
E01032740,2024,8,2,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,14.4
E01032740,2024,9,7,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,12.43
E01032740,2024,10,9,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,10.5
E01032740,2024,11,4,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,8.4
E01032740,2024,12,4,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,7.93
E01032740,2025,1,6,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,8.07
E01032740,2025,2,10,0,170,48,53,11,12,4,2,0,20,33,5,7,42,13,459,0,34,469,13,50,608,16,23,33,41,224,269,41,83,0.0,9.93
E01032767,2020,6,1,161,77,111,50,41,24,8,2,0,43,38,20,16,48,28,399,1,22,453,23,63,657,29,52,61,75,207,293,70,59,1.0,16.37
E01032767,2021,8,1,161,77,111,50,41,24,8,2,0,43,38,20,16,48,28,399,1,22,453,23,63,657,29,52,61,75,207,293,70,59,1.0,14.4
E01032767,2022,2,1,161,77,111,50,41,24,8,2,0,43,38,20,16,48,28,399,1,22,453,23,63,657,29,52,61,75,207,293,70,59,1.0,9.93
E01033490,2016,10,1,23,114,50,71,15,92,28,22,0,38,26,11,20,77,24,478,0,9,288,13,146,313,22,49,47,108,364,216,55,82,0.0,10.5
E01033490,2019,6,1,23,114,50,71,15,92,28,22,0,38,26,11,20,77,24,478,0,9,288,13,146,313,22,49,47,108,364,216,55,82,0.0,16.37
E01033490,2020,4,2,23,114,50,71,15,92,28,22,0,38,26,11,20,77,24,478,0,9,288,13,146,313,22,49,47,108,364,216,55,82,0.0,13.93
E01033490,2020,8,1,23,114,50,71,15,92,28,22,0,38,26,11,20,77,24,478,0,9,288,13,146,313,22,49,47,108,364,216,55,82,0.0,14.4
E01033490,2020,9,1,23,114,50,71,15,92,28,22,0,38,26,11,20,77,24,478,0,9,288,13,146,313,22,49,47,108,364,216,55,82,0.0,12.43
E01033490,2021,8,1,23,114,50,71,15,92,28,22,0,38,26,11,20,77,24,478,0,9,288,13,146,313,22,49,47,108,364,216,55,82,0.0,14.4
E01033490,2021,9,1,23,114,50,71,15,92,28,22,0,38,26,11,20,77,24,478,0,9,288,13,146,313,22,49,47,108,364,216,55,82,0.0,12.43
E01033490,2022,2,1,23,114,50,71,15,92,28,22,0,38,26,11,20,77,24,478,0,9,288,13,146,313,22,49,47,108,364,216,55,82,0.0,9.93
E01033490,2022,6,1,23,114,50,71,15,92,28,22,0,38,26,11,20,77,24,478,0,9,288,13,146,313,22,49,47,108,364,216,55,82,0.0,16.37
E01033490,2022,7,1,23,114,50,71,15,92,28,22,0,38,26,11,20,77,24,478,0,9,288,13,146,313,22,49,47,108,364,216,55,82,0.0,15.8
E01033490,2022,8,1,23,114,50,71,15,92,28,22,0,38,26,11,20,77,24,478,0,9,288,13,146,313,22,49,47,108,364,216,55,82,0.0,14.4
E01033490,2023,1,1,23,114,50,71,15,92,28,22,0,38,26,11,20,77,24,478,0,9,288,13,146,313,22,49,47,108,364,216,55,82,0.0,8.07
E01033708,2022,12,1,14,166,83,58,20,72,33,16,0,45,48,12,14,88,24,541,7,58,556,15,82,590,26,52,54,73,351,434,66,142,2.0,7.93
E01033708,2024,12,1,14,166,83,58,20,72,33,16,0,45,48,12,14,88,24,541,7,58,556,15,82,590,26,52,54,73,351,434,66,142,2.0,7.93
