LSOA code,Year,Month_Num,Burglary_Count,Precise_Daylight_Hours,"Asian, Asian British or Asian Welsh: Bangladeshi","Asian, Asian British or Asian Welsh: Chinese","Asian, Asian British or Asian Welsh: Indian","Asian, Asian British or Asian Welsh: Other Asian","Asian, Asian British or Asian Welsh: Pakistani","Black, Black British, Black Welsh, Caribbean or African: African","Black, Black British, Black Welsh, Caribbean or African: Caribbean","Black, Black British, Black Welsh, Caribbean or African: Other Black",Does not apply_x,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,Mixed or Multiple ethnic groups: White and Asian,Mixed or Multiple ethnic groups: White and Black African,Mixed or Multiple ethnic groups: White and Black Caribbean,Other ethnic group: Any other ethnic group,Other ethnic group: Arab,"White: English, Welsh, Scottish, Northern Irish or British",White: Gypsy or Irish Traveller,White: Irish,White: Other White,White: Roma,A caravan or other mobile or temporary structure,"Flat, maisonette or apartment",Whole house or bungalow: Detached,Whole house or bungalow: Semi-detached,Whole house or bungalow: Terraced,Does not apply_y,Owned: Owns outright,Owned: Owns with a mortgage or loan or shared ownership,Private rented or lives rent free,Rented: Social rented,Does not apply_x.1,Over 0.5 and up to 1.0 people per room,Over 1.0 and up to 1.5 people per room,Over 1.5 people per room,Up to and including 0.5 people per room,"A, B, D, E Agriculture, energy and water",C Manufacturing,Does not apply_y.1,F Construction,"G, I Distribution, hotels and restaurants","H, J Transport and communication","K, L, M, N Financial, real estate, professional and administrative activities","O, P, Q Public administration, education and health","R, S, T, U Other",Does not apply,"L1, L2 and L3: Higher managerial, administrative and professional occupations",L10 and L11: Lower supervisory and technical occupations,L12: Semi-routine occupations,L13: Routine occupations,L14.1 and L14.2: Never worked and long-term unemployed,L15: Full-time students,"L4, L5 and L6: Lower managerial, administrative and professional occupations",L7: Intermediate occupations,L8 and L9: Small employers and own account workers
E01032739,2024,9,19,12.43,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2024,10,17,10.5,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2024,11,8,8.4,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2024,12,17,7.93,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2025,1,14,8.07,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032739,2025,2,17,9.93,4.0,121.0,126.0,55.0,13.0,14.0,3.0,1.0,0.0,48.0,38.0,8.0,15.0,53.0,23.0,564.0,0.0,28.0,484.0,22.0,0.0,854.0,2.0,5.0,18.0,0.0,116.0,100.0,652.0,11.0,0.0,397.0,23.0,15.0,444.0,0.0,18.0,438.0,23.0,132.0,138.0,601.0,161.0,108.0,73.0,669.0,26.0,47.0,23.0,96.0,171.0,353.0,71.0,90.0
E01032740,2010,12,1,7.93,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2011,1,5,8.07,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2011,2,3,9.93,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2011,3,5,11.93,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2011,4,8,13.93,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2011,5,6,15.87,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2011,6,5,16.37,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2011,7,3,15.8,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2011,8,9,14.4,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2011,9,7,12.43,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2011,10,4,10.5,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2011,11,2,8.4,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2011,12,4,7.93,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2012,1,4,8.07,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2012,2,3,9.93,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2012,3,7,11.93,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2012,4,7,13.93,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2012,5,10,15.87,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2012,6,15,16.37,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2012,7,11,15.8,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2012,8,15,14.4,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2012,9,3,12.43,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2012,10,11,10.5,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2012,11,7,8.4,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2012,12,6,7.93,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2013,1,14,8.07,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2013,2,9,9.93,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2013,3,5,11.93,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2013,4,14,13.93,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2013,5,8,15.87,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2013,6,3,16.37,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2013,7,5,15.8,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2013,8,7,14.4,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2013,9,6,12.43,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2013,10,4,10.5,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2013,11,4,8.4,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2013,12,5,7.93,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2014,1,3,8.07,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2014,2,2,9.93,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2014,3,8,11.93,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2014,4,9,13.93,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2014,5,6,15.87,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2014,6,2,16.37,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2014,7,4,15.8,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2014,8,4,14.4,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2014,9,3,12.43,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2014,10,8,10.5,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2014,11,4,8.4,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2014,12,2,7.93,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
E01032740,2015,1,3,8.07,0.0,170.0,48.0,53.0,11.0,12.0,4.0,2.0,0.0,20.0,33.0,5.0,7.0,42.0,13.0,459.0,0.0,34.0,469.0,13.0,0.0,855.0,3.0,5.0,18.0,0.0,127.0,124.0,592.0,38.0,0.0,400.0,15.0,21.0,445.0,0.0,26.0,464.0,36.0,70.0,98.0,528.0,116.0,54.0,50.0,608.0,16.0,23.0,33.0,41.0,224.0,269.0,41.0,83.0
